12340000,A01,13000,0,0
12340001,A01,5000,0,0
12340002,A01,17000,0,0
12340003,A01,7000,0,0
12340004,A01,11000,1,1
12340005,A01,10000,1,1
12340006,A01,14000,1,0
12340007,A01,3000,1,0
12340008,A01,4000,0,1
12340009,A01,15000,1,1
12340010,A01,6000,1,0
12340011,A01,1000,0,0
12340012,A01,11000,1,0
12340013,A01,2000,0,1
12340014,A01,7000,1,1
12340015,A01,2000,0,1
12340016,A01,6000,0,1
12340017,A01,8000,1,0
12340018,A01,10000,1,1
12340019,A01,4000,0,0
12340020,A01,18000,0,0
12340021,A01,20000,0,0
12340022,A01,11000,1,0
12340023,A01,2000,1,0
12340024,A01,14000,0,1
12340025,A01,15000,1,1
12340026,A01,20000,1,0
12340027,A01,20000,0,1
12340028,A01,13000,0,1
12340029,A01,1000,1,0
12340030,A01,15000,0,1
12340031,A01,13000,1,0
12340032,A01,19000,0,1
12340033,A01,15000,1,0
12340034,A01,4000,0,1
12340035,A01,3000,0,0
12340036,A01,11000,0,1
12340037,A01,11000,0,1
12340038,A01,10000,0,0
12340039,A01,18000,1,1
12340040,A01,20000,0,0
12340041,A01,8000,0,0
12340042,A01,6000,0,1
12340043,A01,5000,0,1
12340044,A01,15000,1,0
12340045,A01,15000,0,1
12340046,A01,6000,0,1
12340047,A01,18000,0,1
12340048,A01,4000,0,0
12340049,A01,20000,0,1
12340050,A01,8000,1,0
12340051,A01,18000,0,1
12340052,A01,5000,1,1
12340053,A01,12000,1,1
12340054,A01,19000,0,0
12340055,A01,10000,0,0
12340056,A01,3000,1,1
12340057,A01,6000,1,0
12340058,A01,4000,0,1
12340059,A01,5000,0,0
12340060,A01,13000,0,1
12340061,A01,16000,1,0
12340062,A01,10000,0,0
12340063,A01,6000,1,1
12340064,A01,8000,0,1
12340065,A01,8000,0,1
12340066,A01,16000,0,1
12340067,A01,1000,0,1
12340068,A01,13000,1,0
12340069,A01,5000,0,1
12340070,A01,8000,0,1
12340071,A01,10000,1,1
12340072,A01,1000,1,0
12340073,A01,15000,0,1
12340074,A01,5000,1,0
12340075,A01,2000,0,0
12340076,A01,14000,0,1
12340077,A01,8000,0,0
12340078,A01,18000,0,0
12340079,A01,8000,1,0
12340080,A01,7000,0,0
12340081,A01,8000,0,1
12340082,A01,13000,1,1
12340083,A01,11000,1,0
12340084,A01,7000,1,0
12340085,A01,12000,0,0
12340086,A01,3000,1,1
12340087,A01,18000,0,0
12340088,A01,4000,0,1
12340089,A01,7000,0,1
12340090,A01,14000,0,1
12340091,A01,5000,0,1
12340092,A01,7000,1,0
12340093,A01,10000,1,0
12340094,A01,18000,0,1
12340095,A01,3000,0,0
12340096,A01,20000,0,0
12340097,A01,6000,1,0
12340098,A01,1000,0,0
12340099,A01,9000,1,0
12340100,A01,7000,1,0
12340101,A01,17000,0,0
12340102,A01,5000,0,0
12340103,A01,9000,1,1
12340104,A01,1000,0,0
12340105,A01,14000,1,1
12340106,A01,8000,0,0
12340107,A01,5000,0,1
12340108,A01,5000,0,0
12340109,A01,6000,0,1
12340110,A01,3000,1,0
12340111,A01,2000,0,1
12340112,A01,16000,0,1
12340113,A01,11000,1,0
12340114,A01,6000,1,1
12340115,A01,6000,1,1
12340116,A01,20000,0,1
12340117,A01,3000,1,0
12340118,A01,16000,1,1
12340119,A01,2000,1,1
12340120,A01,14000,1,0
12340121,A01,7000,0,1
12340122,A01,6000,1,0
12340123,A01,9000,0,1
12340124,A01,15000,0,0
12340125,A01,10000,0,0
12340126,A01,9000,0,0
12340127,A01,14000,1,0
12340128,A01,4000,0,1
12340129,A01,3000,1,1
12340130,A01,4000,0,1
12340131,A01,13000,0,1
12340132,A01,6000,0,0
12340133,A01,6000,1,0
12340134,A01,5000,1,1
12340135,A01,2000,1,0
12340136,A01,4000,0,1
12340137,A01,10000,0,1
12340138,A01,20000,0,1
12340139,A01,2000,0,0
12340140,A01,4000,0,0
12340141,A01,8000,1,1
12340142,A01,11000,0,0
12340143,A01,6000,0,1
12340144,A01,10000,1,1
12340145,A01,11000,0,1
12340146,A01,9000,1,0
12340147,A01,1000,1,0
12340148,A01,20000,1,0
12340149,A01,14000,0,0
12340150,A01,17000,1,1
12340151,A01,3000,1,0
12340152,A01,4000,1,1
12340153,A01,6000,0,0
12340154,A01,20000,1,0
12340155,A01,13000,0,0
12340156,A01,16000,0,1
12340157,A01,9000,0,0
12340158,A01,3000,1,1
12340159,A01,1000,1,0
12340160,A01,11000,1,1
12340161,A01,9000,0,0
12340162,A01,19000,0,0
12340163,A01,15000,0,1
12340164,A01,1000,1,0
12340165,A01,5000,1,0
12340166,A01,7000,0,0
12340167,A01,8000,1,0
12340168,A01,12000,1,1
12340169,A01,19000,0,0
12340170,A01,16000,0,0
12340171,A01,12000,0,0
12340172,A01,11000,0,0
12340173,A01,6000,0,0
12340174,A01,3000,1,0
12340175,A01,7000,0,0
12340176,A01,17000,1,0
12340177,A01,3000,0,1
12340178,A01,20000,1,1
12340179,A01,13000,1,0
12340180,A01,6000,0,0
12340181,A01,7000,1,1
12340182,A01,11000,0,1
12340183,A01,19000,0,1
12340184,A01,6000,1,1
12340185,A01,20000,1,1
12340186,A01,16000,1,1
12340187,A01,5000,1,0
12340188,A01,15000,1,1
12340189,A01,6000,0,0
12340190,A01,5000,0,0
12340191,A01,11000,0,1
12340192,A01,13000,1,0
12340193,A01,17000,1,1
12340194,A01,16000,1,1
12340195,A01,4000,0,0
12340196,A01,18000,0,1
12340197,A01,13000,0,1
12340198,A01,20000,1,1
12340199,A01,2000,1,0
12340200,A01,15000,1,1
12340201,A01,1000,0,1
12340202,A01,15000,1,1
12340203,A01,7000,1,0
12340204,A01,1000,1,0
12340205,A01,1000,0,0
12340206,A01,13000,1,0
12340207,A01,13000,0,0
12340208,A01,13000,1,1
12340209,A01,2000,0,1
12340210,A01,9000,0,1
12340211,A01,10000,0,1
12340212,A01,12000,1,1
12340213,A01,9000,0,0
12340214,A01,6000,1,0
12340215,A01,20000,0,1
12340216,A01,13000,1,1
12340217,A01,13000,0,0
12340218,A01,18000,0,0
12340219,A01,20000,0,0
12340220,A01,20000,1,0
12340221,A01,2000,1,0
12340222,A01,6000,1,1
12340223,A01,20000,1,1
12340224,A01,18000,0,1
12340225,A01,7000,1,0
12340226,A01,17000,0,1
12340227,A01,7000,1,1
12340228,A01,19000,1,1
12340229,A01,10000,0,1
12340230,A01,15000,0,0
12340231,A01,17000,0,0
12340232,A01,20000,1,1
12340233,A01,8000,0,0
12340234,A01,11000,0,1
12340235,A01,1000,0,0
12340236,A01,12000,0,0
12340237,A01,12000,1,0
12340238,A01,17000,0,0
12340239,A01,4000,1,0
12340240,A01,2000,0,1
12340241,A01,2000,0,0
12340242,A01,18000,1,0
12340243,A01,11000,1,1
12340244,A01,8000,1,0
12340245,A01,17000,0,0
12340246,A01,17000,1,1
12340247,A01,20000,0,0
12340248,A01,7000,0,0
12340249,A01,13000,1,1
12340250,A01,18000,0,0
12340251,A01,3000,1,1
12340252,A01,6000,0,1
12340253,A01,15000,1,0
12340254,A01,7000,1,1
12340255,A01,12000,1,1
12340256,A01,15000,0,0
12340257,A01,19000,1,1
12340258,A01,12000,1,0
12340259,A01,9000,1,0
12340260,A01,5000,1,1
12340261,A01,9000,0,1
12340262,A01,1000,0,1
12340263,A01,14000,0,0
12340264,A01,12000,0,0
12340265,A01,20000,0,0
12340266,A01,2000,0,1
12340267,A01,8000,0,0
12340268,A01,14000,0,0
12340269,A01,4000,0,1
12340270,A01,2000,1,0
12340271,A01,20000,0,1
12340272,A01,9000,1,1
12340273,A01,13000,1,1
12340274,A01,5000,1,1
12340275,A01,17000,0,0
12340276,A01,3000,0,1
12340277,A01,1000,0,1
12340278,A01,12000,0,1
12340279,A01,5000,0,0
12340280,A01,2000,0,0
12340281,A01,12000,0,0
12340282,A01,16000,1,0
12340283,A01,1000,1,1
12340284,A01,15000,0,0
12340285,A01,20000,0,0
12340286,A01,4000,1,1
12340287,A01,19000,0,0
